student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,exam_score_class
18996,17,other,b.com,5.1,72.7,yes,4.2,poor,self-study,high,easy,71.1,medium
18997,23,female,b.sc,1.12,92.4,yes,9.2,good,group study,low,moderate,57.7,medium
18998,24,male,b.sc,0.14,79.0,yes,9.9,average,mixed,medium,easy,53.1,medium
18999,20,female,b.tech,2.13,99.4,yes,7.3,good,coaching,medium,easy,71.5,medium
19000,18,other,ba,0.41,84.5,yes,6.5,average,mixed,low,hard,25.5,low
19001,20,female,b.tech,0.28,66.6,yes,8.5,average,mixed,low,easy,30.6,low
19002,22,other,bca,2.11,54.3,yes,6.9,poor,group study,high,easy,47.2,low
19003,22,male,b.tech,7.91,78.0,yes,6.9,good,self-study,medium,moderate,93.3,high
19004,22,male,bba,6.43,69.8,yes,8.6,good,online videos,high,easy,86.4,high
19005,21,female,b.sc,2.89,65.9,yes,4.1,good,group study,high,moderate,63.8,medium
19006,22,female,bba,3.01,89.7,yes,8.4,average,mixed,medium,hard,55.7,medium
19007,18,other,b.tech,7.44,95.0,yes,4.9,poor,online videos,medium,easy,90.3,high
19008,18,other,ba,5.3,67.4,yes,6.5,good,coaching,high,hard,100.0,high
19009,24,male,bba,6.7,41.9,yes,6.3,average,online videos,medium,moderate,76.2,high
19010,21,other,b.sc,6.92,92.8,yes,9.9,good,online videos,low,moderate,87.9,high
19011,23,male,b.tech,1.35,42.6,yes,8.9,poor,coaching,high,hard,58.5,medium
19012,22,female,bba,0.13,67.0,yes,5.0,poor,coaching,low,moderate,36.9,low
19013,20,other,bba,2.15,59.9,no,4.9,average,mixed,medium,easy,45.2,low
19014,21,other,b.com,4.76,61.7,yes,5.5,poor,mixed,medium,hard,64.5,medium
19015,22,male,b.tech,7.27,78.4,no,8.1,poor,mixed,low,easy,92.8,high
19016,18,female,b.com,2.47,91.3,yes,9.0,good,self-study,high,moderate,45.0,low
19017,20,other,b.sc,6.8,83.2,yes,6.9,good,group study,low,easy,63.3,medium
19018,22,male,bba,5.3,66.1,no,8.6,average,self-study,low,moderate,48.8,low
19019,17,other,b.com,5.24,86.3,yes,5.4,average,mixed,medium,moderate,70.5,medium
19020,17,female,b.com,5.73,78.8,yes,9.0,good,online videos,high,hard,90.2,high
19021,18,male,b.sc,4.09,69.5,yes,8.4,average,self-study,low,moderate,72.0,medium
19022,21,male,b.sc,5.39,60.0,yes,8.6,average,group study,high,easy,60.1,medium
19023,18,other,bca,6.35,69.3,no,4.8,good,mixed,high,easy,97.8,high
19024,20,female,ba,4.72,87.2,yes,4.6,poor,mixed,medium,easy,61.3,medium
19025,18,other,ba,0.31,81.1,yes,7.0,poor,self-study,low,moderate,39.0,low
19026,19,female,b.com,4.08,88.5,yes,8.6,poor,mixed,high,moderate,69.9,medium
19027,17,female,b.tech,4.78,99.1,yes,5.8,good,group study,medium,moderate,65.7,medium
19028,23,other,bca,7.0,98.2,yes,4.9,poor,online videos,medium,moderate,91.0,high
19029,20,other,bca,0.08,95.1,yes,4.9,poor,mixed,high,moderate,36.1,low
19030,18,male,b.tech,0.39,85.3,yes,5.8,average,coaching,medium,easy,36.5,low
19031,21,other,diploma,2.94,99.4,yes,9.3,average,group study,low,easy,75.9,high
19032,24,male,bca,6.42,68.5,yes,6.3,good,online videos,low,easy,79.8,high
19033,23,other,bca,3.87,48.6,yes,4.9,average,coaching,high,easy,75.0,medium
19034,24,male,ba,2.44,88.4,yes,6.2,average,group study,medium,moderate,72.3,medium
19035,20,female,bba,5.55,50.4,yes,6.1,good,coaching,medium,moderate,80.7,high
19036,19,male,b.tech,4.03,70.8,yes,4.2,average,mixed,medium,easy,48.2,low
19037,19,other,bba,4.59,94.1,yes,5.7,average,self-study,high,easy,58.5,medium
19038,19,other,b.tech,3.43,87.1,yes,4.3,good,self-study,medium,easy,53.3,medium
19039,24,other,diploma,5.8,58.9,yes,5.4,average,coaching,medium,moderate,90.2,high
19040,18,female,diploma,0.12,54.0,yes,5.0,poor,coaching,low,easy,31.9,low
19041,23,other,b.sc,0.08,76.5,yes,8.7,good,mixed,low,moderate,42.6,low
19042,24,male,ba,5.46,85.4,yes,6.6,average,self-study,high,easy,85.2,high
19043,23,female,bba,0.21,85.9,yes,5.4,good,coaching,high,easy,65.1,medium
19044,22,other,bca,2.7,86.0,yes,6.9,poor,coaching,low,moderate,58.2,medium
19045,23,female,ba,2.93,40.6,yes,9.7,average,self-study,high,hard,58.0,medium
19046,17,male,diploma,4.91,82.1,no,4.1,poor,self-study,low,moderate,43.7,low
19047,23,female,b.com,6.18,79.4,yes,6.4,good,self-study,low,moderate,100.0,high
19048,21,female,b.com,6.57,64.1,yes,6.4,average,self-study,low,moderate,44.2,low
19049,24,other,bca,2.24,99.4,yes,5.9,good,mixed,high,easy,61.8,medium
19050,17,other,ba,1.3,66.9,yes,7.1,good,online videos,high,moderate,44.7,low
19051,24,female,b.tech,7.85,44.2,yes,8.8,good,mixed,low,hard,77.1,high
19052,21,other,bba,0.35,43.6,yes,9.1,poor,group study,medium,moderate,25.5,low
19053,17,male,b.sc,6.51,65.6,yes,6.2,poor,self-study,high,easy,80.8,high
19054,21,male,bca,0.16,77.0,yes,7.8,poor,coaching,high,moderate,52.4,medium
19055,17,female,bca,3.88,99.4,yes,5.1,average,self-study,high,moderate,66.3,medium
19056,17,other,b.com,5.13,66.1,yes,8.2,average,coaching,high,easy,91.0,high
19057,21,other,bca,3.82,74.4,yes,8.9,poor,self-study,medium,hard,52.2,medium
19058,23,female,diploma,4.52,90.6,yes,4.7,average,mixed,high,moderate,74.2,medium
19059,17,male,bca,0.2,82.6,yes,7.7,good,online videos,low,hard,35.9,low
19060,19,other,bba,1.23,94.7,no,5.1,good,coaching,low,hard,43.3,low
19061,20,female,diploma,4.43,78.4,yes,9.0,average,mixed,medium,easy,69.6,medium
19062,21,male,diploma,6.62,96.3,yes,5.8,poor,self-study,medium,moderate,79.5,high
19063,17,female,ba,4.39,78.5,yes,4.7,poor,self-study,medium,moderate,74.9,medium
19064,22,other,b.tech,4.0,47.7,yes,9.6,average,online videos,medium,moderate,52.4,medium
19065,20,male,bba,7.91,60.6,yes,5.5,good,group study,low,moderate,78.5,high
19066,24,female,ba,3.12,67.8,no,7.0,average,group study,low,moderate,43.8,low
19067,19,male,b.com,3.08,88.1,yes,4.7,average,group study,medium,moderate,41.0,low
19068,20,other,b.sc,0.59,57.8,no,9.7,good,group study,low,easy,33.3,low
19069,17,male,bca,6.27,69.6,yes,8.7,average,online videos,low,easy,65.3,medium
19070,24,other,diploma,0.54,53.5,yes,4.8,poor,coaching,medium,moderate,43.9,low
19071,23,other,bba,1.09,62.5,yes,8.6,average,group study,high,moderate,44.6,low
19072,19,other,b.sc,0.45,56.8,no,4.3,average,group study,high,moderate,33.1,low
19073,20,female,b.tech,1.54,96.4,yes,6.0,poor,group study,low,moderate,56.3,medium
19074,23,other,bba,3.51,94.3,no,8.9,average,online videos,high,hard,79.7,high
19075,19,male,b.sc,0.34,83.8,yes,6.2,poor,self-study,medium,moderate,41.9,low
19076,18,male,b.tech,3.29,47.4,yes,5.3,poor,group study,low,easy,49.2,low
19077,18,male,b.sc,3.85,96.5,yes,6.4,poor,online videos,high,easy,54.2,medium
19078,22,male,b.sc,0.89,49.4,yes,7.9,good,mixed,medium,hard,23.5,low
19079,18,female,b.com,0.44,43.3,yes,8.8,average,group study,high,moderate,37.7,low
19080,17,female,b.com,2.52,42.6,no,6.1,good,self-study,high,easy,42.9,low
19081,18,other,b.sc,5.2,56.8,yes,4.6,good,online videos,high,moderate,79.4,high
19082,24,male,bca,4.86,49.7,no,9.3,good,group study,high,moderate,70.0,medium
19083,23,female,bca,1.01,50.2,yes,7.7,poor,coaching,medium,easy,61.2,medium
19084,24,other,b.sc,0.74,57.0,yes,8.0,poor,group study,high,moderate,50.9,medium
19085,19,male,b.com,1.5,92.9,yes,7.0,average,self-study,medium,easy,59.8,medium
19086,20,other,bca,6.99,94.3,yes,6.6,poor,group study,high,hard,97.7,high
19087,20,female,diploma,7.45,94.4,no,7.2,average,online videos,low,easy,75.6,high
19088,21,female,bca,4.17,86.9,yes,5.0,poor,self-study,high,moderate,53.5,medium
19089,17,male,ba,7.22,79.6,yes,7.8,good,self-study,low,easy,72.2,medium
19090,21,male,diploma,1.05,75.4,yes,7.5,good,coaching,medium,easy,55.7,medium
19091,17,other,bca,5.26,99.4,yes,8.5,good,group study,medium,moderate,69.7,medium
19092,19,other,bba,5.19,58.7,no,9.8,average,coaching,medium,easy,63.8,medium
19093,19,female,b.tech,3.59,84.1,yes,4.9,average,group study,medium,easy,54.6,medium
19094,22,female,bba,5.9,43.9,yes,8.6,average,online videos,high,easy,47.8,low
19095,24,female,b.com,3.8,45.3,yes,6.7,average,mixed,low,moderate,47.4,low
19096,22,female,bba,6.85,75.1,yes,7.4,average,self-study,medium,hard,62.2,medium
19097,20,other,bba,1.09,91.4,yes,4.9,average,online videos,high,easy,45.3,low
19098,21,female,b.tech,0.14,94.1,yes,8.5,poor,group study,low,hard,20.3,low
19099,21,male,ba,3.02,41.7,yes,8.0,good,online videos,low,moderate,58.4,medium
19100,18,male,ba,1.03,57.1,yes,8.3,good,online videos,medium,easy,55.7,medium
19101,24,other,b.tech,1.43,91.3,yes,9.3,good,mixed,low,hard,50.3,medium
19102,24,other,bca,0.38,73.0,yes,4.6,good,online videos,high,easy,43.6,low
19103,18,male,diploma,3.44,49.9,yes,7.1,poor,mixed,medium,moderate,64.1,medium
19104,17,male,b.tech,5.9,67.4,yes,6.6,average,group study,high,moderate,90.7,high
19105,18,male,b.tech,4.45,87.3,yes,8.8,average,mixed,low,easy,67.5,medium
19106,22,female,b.tech,2.85,86.6,yes,4.7,average,online videos,medium,moderate,46.0,low
19107,17,female,ba,0.09,91.5,yes,9.0,poor,online videos,medium,moderate,61.8,medium
19108,17,male,bba,4.07,41.3,yes,9.6,poor,coaching,medium,moderate,46.3,low
19109,22,male,b.sc,2.62,58.5,yes,8.0,average,group study,medium,hard,57.8,medium
19110,18,male,bca,1.91,58.2,no,4.7,average,online videos,low,moderate,32.2,low
19111,17,female,b.com,3.61,55.5,no,9.9,poor,group study,low,moderate,44.9,low
19112,17,male,b.com,1.36,66.2,yes,6.6,average,coaching,low,moderate,40.2,low
19113,22,female,bba,2.57,64.9,yes,7.3,average,online videos,medium,easy,53.6,medium
19114,19,male,diploma,7.41,64.0,no,5.1,good,coaching,low,moderate,85.5,high
19115,19,other,b.sc,4.89,66.2,yes,8.2,poor,online videos,high,hard,50.8,medium
19116,22,other,b.com,7.91,58.7,yes,6.2,average,group study,medium,hard,78.9,high
19117,18,female,b.com,5.02,98.9,yes,5.8,poor,online videos,high,easy,66.1,medium
19118,21,other,ba,0.78,74.2,no,7.9,good,online videos,medium,hard,47.2,low
19119,20,female,ba,5.33,67.8,yes,5.8,average,mixed,medium,moderate,74.4,medium
19120,22,male,diploma,6.93,54.4,yes,7.7,poor,online videos,low,moderate,59.1,medium
19121,21,male,b.sc,7.3,55.3,yes,7.5,poor,coaching,low,hard,72.3,medium
19122,22,male,b.com,4.44,85.6,no,8.5,good,mixed,medium,hard,72.2,medium
19123,18,other,b.sc,0.96,64.9,yes,6.7,good,online videos,low,moderate,44.6,low
19124,18,other,bba,5.14,59.5,yes,8.7,poor,online videos,medium,moderate,59.7,medium
19125,21,female,bca,1.14,51.2,yes,6.6,average,coaching,medium,easy,48.7,low
19126,17,male,diploma,0.45,99.4,no,6.3,average,group study,high,moderate,53.9,medium
19127,20,male,ba,1.69,61.7,no,4.3,poor,group study,high,easy,57.7,medium
19128,22,female,b.sc,0.78,51.6,yes,7.2,poor,group study,high,moderate,38.6,low
19129,23,male,diploma,3.56,84.3,yes,4.9,poor,mixed,high,moderate,63.1,medium
19130,22,male,b.tech,7.55,94.2,yes,8.3,average,self-study,low,moderate,88.4,high
19131,24,male,b.tech,5.28,85.4,yes,7.3,poor,group study,low,hard,82.5,high
19132,21,female,diploma,5.56,62.3,yes,4.9,average,online videos,high,moderate,80.5,high
19133,20,male,diploma,6.43,84.0,yes,6.3,good,self-study,high,moderate,100.0,high
19134,18,other,ba,1.91,59.1,yes,7.4,good,online videos,medium,easy,49.2,low
19135,22,female,b.com,4.58,69.3,yes,4.3,average,coaching,low,moderate,71.6,medium
19136,23,male,diploma,5.7,46.1,yes,7.3,average,coaching,high,hard,74.3,medium
19137,19,male,diploma,2.43,57.1,yes,9.7,poor,group study,high,moderate,56.9,medium
19138,17,other,diploma,3.1,70.5,yes,6.6,average,coaching,high,easy,66.8,medium
19139,17,female,bca,5.61,44.4,yes,9.9,average,group study,high,easy,68.8,medium
19140,22,other,bba,6.47,84.0,yes,8.0,average,mixed,high,easy,85.7,high
19141,22,other,b.com,2.89,64.8,yes,5.6,good,online videos,high,moderate,60.9,medium
19142,17,other,ba,5.01,71.8,yes,6.0,good,mixed,medium,moderate,83.5,high
19143,17,other,ba,5.31,67.6,yes,5.2,poor,self-study,low,easy,63.9,medium
19144,22,other,ba,7.43,82.7,yes,4.3,average,coaching,high,moderate,88.0,high
19145,20,other,diploma,6.3,78.2,yes,5.8,good,coaching,high,hard,92.4,high
19146,20,other,b.sc,1.56,82.3,yes,4.5,average,group study,high,moderate,40.4,low
19147,19,male,b.tech,5.01,53.9,yes,6.3,good,group study,high,moderate,65.2,medium
19148,22,female,ba,7.66,77.7,yes,8.7,good,group study,high,moderate,90.8,high
19149,22,other,b.sc,3.03,71.3,no,4.8,poor,self-study,high,moderate,36.5,low
19150,17,other,bca,6.12,44.5,yes,9.4,average,mixed,high,easy,72.6,medium
19151,17,male,bca,4.31,43.3,yes,7.3,good,mixed,low,easy,75.2,high
19152,21,male,diploma,3.5,74.9,no,9.5,good,self-study,high,hard,70.0,medium
19153,21,male,b.com,4.56,75.0,yes,6.1,poor,coaching,high,moderate,81.4,high
19154,18,other,diploma,3.4,86.4,yes,5.6,average,coaching,medium,easy,69.3,medium
19155,18,female,b.tech,2.54,85.9,yes,8.7,average,group study,high,easy,61.3,medium
19156,22,female,diploma,6.09,67.3,yes,9.2,average,mixed,medium,easy,91.2,high
19157,20,male,b.sc,4.26,65.7,yes,9.4,good,self-study,low,moderate,79.7,high
19158,17,male,b.tech,7.48,63.3,yes,9.7,good,self-study,medium,easy,75.3,high
19159,21,other,bca,0.08,96.6,no,6.0,average,online videos,low,easy,53.0,medium
19160,17,male,ba,6.15,81.4,yes,6.4,good,self-study,medium,easy,82.5,high
19161,18,male,b.com,1.26,60.9,yes,9.4,good,self-study,medium,moderate,36.3,low
19162,22,male,b.sc,6.09,82.2,yes,9.9,good,online videos,low,moderate,78.8,high
19163,18,male,b.com,6.96,72.4,no,6.5,good,self-study,high,easy,85.2,high
19164,17,female,bba,6.27,74.5,yes,7.1,average,mixed,high,moderate,90.6,high
19165,24,other,b.sc,4.75,94.9,no,6.8,average,coaching,medium,hard,86.7,high
19166,18,male,diploma,0.98,76.4,yes,8.8,average,online videos,high,moderate,47.6,low
19167,21,female,bca,7.68,94.4,yes,8.2,average,self-study,high,moderate,100.0,high
19168,23,male,diploma,2.61,71.8,yes,4.6,poor,mixed,low,moderate,38.0,low
19169,24,female,b.tech,0.23,86.0,yes,6.0,good,group study,medium,easy,43.6,low
19170,23,male,diploma,0.08,71.7,yes,7.1,average,group study,medium,moderate,57.2,medium
19171,19,female,diploma,5.91,73.9,yes,8.4,poor,self-study,medium,easy,53.3,medium
19172,23,female,b.com,6.66,65.8,yes,9.7,good,self-study,high,hard,95.0,high
19173,17,female,ba,6.42,79.4,no,4.8,good,coaching,medium,hard,77.8,high
19174,19,male,ba,4.47,44.1,no,5.3,average,coaching,low,easy,60.4,medium
19175,18,male,bca,5.06,81.0,yes,4.1,good,mixed,low,easy,72.1,medium
19176,21,male,b.sc,7.25,71.3,yes,4.6,average,group study,high,easy,75.3,high
19177,24,other,diploma,5.31,83.5,yes,5.8,average,online videos,medium,easy,70.3,medium
19178,23,male,ba,2.81,40.6,no,5.2,poor,online videos,high,easy,29.6,low
19179,24,female,b.tech,7.6,57.5,yes,8.9,good,self-study,medium,hard,89.6,high
19180,18,female,b.com,7.72,74.0,yes,8.9,poor,self-study,medium,hard,88.1,high
19181,23,female,b.tech,5.02,67.8,yes,7.1,poor,group study,low,moderate,70.0,medium
19182,22,male,bca,4.53,46.6,yes,5.0,good,online videos,medium,moderate,74.1,medium
19183,20,female,b.com,7.49,43.2,yes,6.2,good,online videos,low,easy,68.5,medium
19184,17,other,ba,6.22,64.2,yes,4.6,good,online videos,medium,easy,66.9,medium
19185,17,other,b.com,0.95,65.0,yes,5.6,average,coaching,high,moderate,45.5,low
19186,24,male,bba,7.67,62.8,yes,9.9,average,mixed,medium,hard,100.0,high
19187,19,female,diploma,5.79,96.4,yes,7.4,average,mixed,medium,easy,80.3,high
19188,22,male,diploma,5.91,52.3,yes,8.1,poor,mixed,low,easy,67.3,medium
19189,24,other,diploma,3.21,82.9,yes,8.5,good,online videos,medium,moderate,54.4,medium
19190,20,female,b.com,0.08,50.9,yes,5.0,average,self-study,high,moderate,29.3,low
19191,18,other,bba,2.17,42.7,yes,9.4,poor,mixed,medium,easy,45.3,low
19192,20,other,bba,2.65,77.3,yes,9.8,good,group study,high,easy,66.6,medium
19193,18,male,b.com,3.65,90.6,yes,7.6,poor,mixed,high,easy,64.7,medium
19194,18,female,bca,5.61,59.8,yes,6.2,poor,coaching,low,easy,49.6,low
19195,23,female,diploma,3.6,72.6,yes,9.4,poor,group study,medium,easy,76.0,high
19196,19,male,diploma,2.98,77.8,yes,7.5,good,coaching,high,easy,78.1,high
19197,22,other,diploma,1.98,80.1,yes,9.7,good,self-study,medium,moderate,79.0,high
19198,22,female,b.sc,6.15,76.2,no,7.1,average,self-study,high,moderate,84.7,high
19199,21,male,b.sc,6.3,93.8,yes,5.7,average,online videos,low,moderate,86.6,high
19200,21,female,bba,2.91,51.0,yes,4.4,good,mixed,low,moderate,45.4,low
19201,18,other,bca,1.74,84.5,yes,4.9,poor,online videos,low,moderate,40.5,low
19202,21,female,ba,1.76,96.8,no,6.0,average,mixed,low,moderate,56.0,medium
19203,23,other,b.sc,5.3,61.0,yes,8.6,poor,coaching,low,easy,68.3,medium
19204,18,other,b.sc,6.18,86.7,yes,6.6,good,mixed,low,easy,100.0,high
19205,18,female,b.tech,6.28,76.8,yes,8.1,poor,mixed,high,easy,79.4,high
19206,22,other,b.sc,6.97,56.6,yes,8.3,average,coaching,high,easy,89.6,high
19207,24,female,b.sc,6.04,64.3,yes,4.2,good,group study,high,moderate,70.7,medium
19208,20,female,bba,3.89,92.6,yes,4.2,poor,self-study,low,hard,56.3,medium
19209,23,other,ba,2.14,68.9,no,8.8,poor,online videos,medium,moderate,40.1,low
19210,18,male,b.com,2.99,57.6,yes,8.5,average,coaching,high,easy,62.0,medium
19211,21,other,ba,2.27,99.4,yes,8.0,poor,coaching,medium,moderate,83.0,high
19212,24,female,bba,0.8,58.1,yes,5.5,average,self-study,high,easy,36.5,low
19213,20,female,b.tech,1.15,42.5,yes,5.4,poor,coaching,medium,hard,25.3,low
19214,21,other,b.sc,0.1,52.0,yes,4.1,good,online videos,medium,easy,45.9,low
19215,18,female,b.sc,1.57,98.0,yes,5.6,average,online videos,high,moderate,56.4,medium
19216,21,other,b.tech,6.68,58.7,yes,9.9,good,coaching,low,moderate,97.3,high
19217,21,female,b.tech,4.3,91.7,yes,6.7,good,coaching,medium,moderate,94.0,high
19218,24,male,bca,3.12,92.3,no,4.7,good,coaching,high,easy,81.6,high
19219,18,female,diploma,1.9,41.3,no,7.3,good,self-study,low,hard,42.3,low
19220,19,male,b.sc,4.72,84.1,yes,7.7,average,coaching,low,easy,69.6,medium
19221,22,other,bca,7.79,72.6,yes,5.8,average,self-study,high,moderate,85.9,high
19222,24,male,b.sc,2.78,77.5,yes,4.8,poor,mixed,medium,moderate,64.5,medium
19223,18,female,b.tech,6.78,66.2,no,7.0,poor,self-study,low,easy,63.4,medium
19224,22,other,b.sc,7.51,47.5,no,8.9,poor,mixed,high,moderate,70.9,medium
19225,24,male,diploma,6.3,48.3,yes,6.7,poor,mixed,high,easy,52.9,medium
19226,22,female,b.com,4.73,41.6,yes,7.9,poor,coaching,low,moderate,57.7,medium
19227,20,female,bca,2.42,55.7,yes,5.0,good,self-study,medium,moderate,39.8,low
19228,18,female,ba,0.27,79.3,yes,5.2,poor,group study,high,easy,52.5,medium
19229,19,other,ba,5.89,56.9,yes,4.4,good,self-study,high,easy,75.6,high
19230,17,male,bca,7.65,62.8,yes,8.6,poor,group study,high,hard,84.1,high
19231,18,female,diploma,5.51,75.3,yes,6.7,average,self-study,high,hard,75.6,high
19232,20,male,bba,0.29,78.1,yes,8.4,average,coaching,medium,easy,51.6,medium
19233,18,female,bca,1.12,91.6,yes,9.5,average,self-study,low,moderate,51.4,medium
19234,17,other,b.sc,3.14,61.6,no,4.3,good,group study,high,moderate,46.9,low
19235,22,male,diploma,7.91,83.7,yes,6.8,poor,online videos,high,moderate,94.0,high
19236,17,female,b.sc,0.68,60.7,yes,5.9,average,online videos,medium,moderate,33.7,low
19237,18,male,b.sc,2.54,82.6,yes,5.8,average,mixed,high,moderate,65.1,medium
19238,21,male,bca,4.42,95.9,yes,5.8,good,group study,low,hard,61.3,medium
19239,24,other,ba,0.9,60.2,yes,7.5,good,coaching,high,hard,44.5,low
19240,22,other,b.sc,0.94,69.7,no,8.4,average,self-study,medium,easy,36.5,low
19241,17,other,b.tech,0.55,54.9,yes,9.3,good,coaching,high,moderate,55.4,medium
19242,18,female,b.sc,4.02,71.4,yes,5.4,average,online videos,high,easy,76.4,high
19243,22,female,bca,2.29,71.1,no,9.2,poor,online videos,medium,moderate,19.599,low
19244,22,other,b.tech,0.32,88.7,yes,7.4,poor,online videos,medium,easy,59.6,medium
19245,20,female,diploma,4.01,86.9,yes,4.8,good,mixed,low,hard,57.5,medium
19246,24,other,bca,5.84,64.9,yes,5.2,poor,mixed,medium,moderate,71.8,medium
19247,24,male,b.sc,5.35,50.3,yes,9.6,good,coaching,medium,moderate,87.5,high
19248,22,male,bca,5.47,55.2,no,7.4,poor,coaching,low,easy,58.6,medium
19249,22,female,ba,4.41,70.1,yes,6.3,good,group study,high,easy,75.3,high
19250,23,male,b.com,6.25,98.2,no,6.2,average,self-study,high,moderate,79.7,high
19251,18,male,ba,0.5,80.7,yes,8.9,poor,coaching,medium,easy,47.9,low
19252,22,male,b.tech,1.53,56.1,yes,8.7,good,mixed,medium,hard,38.9,low
19253,24,male,diploma,5.63,99.4,yes,4.2,average,online videos,low,moderate,67.6,medium
19254,18,other,bca,2.69,90.1,no,8.6,average,group study,medium,hard,74.7,medium
19255,17,female,b.sc,1.91,66.6,yes,5.8,poor,group study,high,hard,59.0,medium
19256,19,other,b.tech,0.22,81.0,yes,4.5,poor,coaching,medium,moderate,36.2,low
19257,19,male,b.com,6.95,46.9,yes,8.0,average,coaching,medium,easy,74.9,medium
19258,24,male,ba,6.7,99.0,yes,8.7,poor,group study,medium,hard,73.7,medium
19259,20,female,bca,0.48,49.7,yes,9.5,good,mixed,high,easy,55.6,medium
19260,22,other,bca,2.44,91.2,yes,9.0,average,online videos,low,easy,58.5,medium
19261,24,other,b.tech,1.72,68.6,yes,5.3,average,online videos,high,easy,44.2,low
19262,23,other,b.sc,1.65,84.9,yes,6.0,average,mixed,high,hard,51.7,medium
19263,22,female,bba,2.06,59.8,no,9.0,average,online videos,low,moderate,49.4,low
19264,24,other,b.com,2.38,70.5,yes,7.1,good,coaching,medium,moderate,62.9,medium
19265,22,male,diploma,5.65,75.8,yes,6.4,good,self-study,high,moderate,84.7,high
19266,18,female,bba,7.76,64.8,yes,5.0,good,mixed,high,hard,89.8,high
19267,22,male,b.com,0.36,67.9,yes,4.5,good,self-study,medium,easy,46.8,low
19268,19,male,bba,2.58,98.5,yes,8.7,average,group study,high,moderate,75.3,high
19269,19,female,ba,5.34,67.2,yes,5.5,good,coaching,low,hard,67.9,medium
19270,22,other,ba,2.45,49.6,yes,8.2,good,mixed,high,easy,55.9,medium
19271,19,male,bca,1.53,69.2,yes,6.9,poor,online videos,medium,moderate,22.4,low
19272,17,other,ba,1.34,94.3,yes,5.1,average,group study,medium,easy,54.2,medium
19273,24,female,bba,4.78,55.2,yes,4.9,good,mixed,low,hard,51.2,medium
19274,21,other,b.com,1.21,58.3,yes,5.7,average,group study,medium,moderate,42.3,low
19275,22,male,bba,0.77,56.2,yes,4.1,good,group study,medium,moderate,26.7,low
19276,23,other,ba,6.0,62.3,no,9.0,good,coaching,low,moderate,76.5,high
19277,22,male,bba,2.75,68.3,yes,5.4,average,coaching,low,moderate,41.8,low
19278,21,female,b.com,7.16,60.1,yes,9.4,poor,online videos,medium,easy,86.9,high
19279,23,other,b.tech,3.97,51.2,yes,6.4,average,mixed,low,easy,56.8,medium
19280,19,other,b.sc,1.05,60.4,yes,7.3,poor,coaching,medium,easy,48.1,low
19281,23,male,b.com,1.54,64.9,yes,6.3,good,group study,low,moderate,28.9,low
19282,22,male,b.com,7.05,69.4,yes,5.1,average,group study,medium,moderate,73.6,medium
19283,18,female,b.com,1.0,79.3,yes,5.6,average,group study,medium,moderate,49.7,low
19284,18,female,ba,2.52,84.3,yes,8.0,poor,coaching,medium,moderate,70.4,medium
19285,24,male,b.sc,2.43,89.6,yes,7.9,good,coaching,low,moderate,64.4,medium
19286,24,male,b.com,7.9,55.1,no,7.3,good,coaching,medium,hard,86.5,high
19287,24,male,b.sc,7.8,76.9,yes,5.2,average,coaching,medium,moderate,82.5,high
19288,17,male,bba,5.54,51.0,yes,5.3,good,coaching,high,hard,87.4,high
19289,24,female,ba,1.88,77.2,yes,4.1,good,group study,high,moderate,36.6,low
19290,23,male,bba,1.43,95.1,yes,9.7,poor,mixed,high,easy,61.9,medium
19291,23,other,ba,0.48,92.3,no,7.0,average,coaching,medium,hard,30.9,low
19292,20,other,diploma,0.49,76.5,yes,6.5,poor,mixed,medium,moderate,48.0,low
19293,21,male,ba,7.53,56.6,yes,5.2,good,online videos,low,easy,66.7,medium
19294,20,other,bba,4.83,48.3,yes,8.2,good,self-study,low,moderate,69.9,medium
19295,17,female,ba,1.59,66.8,yes,4.5,poor,mixed,low,hard,24.7,low
19296,21,male,bca,6.25,63.9,yes,5.7,average,mixed,high,moderate,80.0,high
19297,18,male,ba,0.61,80.5,yes,5.6,poor,self-study,high,easy,44.1,low
19298,18,female,b.tech,4.18,46.4,no,9.9,average,coaching,low,hard,58.1,medium
19299,17,other,bca,1.57,42.8,yes,7.5,poor,mixed,medium,moderate,19.599,low
19300,20,male,bca,3.59,83.5,no,8.2,average,group study,low,easy,52.8,medium
19301,17,male,b.com,1.83,76.1,yes,8.7,poor,self-study,high,hard,41.5,low
19302,23,female,ba,1.09,61.2,yes,7.8,poor,mixed,high,easy,51.0,medium
19303,24,other,b.tech,7.41,84.7,yes,5.7,average,online videos,medium,moderate,81.3,high
19304,23,male,diploma,7.36,66.6,yes,7.5,good,group study,medium,hard,93.6,high
19305,19,other,bca,3.95,87.5,yes,4.1,poor,online videos,high,moderate,76.4,high
19306,18,female,diploma,6.29,90.3,yes,6.4,good,coaching,high,moderate,77.5,high
19307,21,male,bba,1.61,84.8,yes,4.7,good,online videos,medium,moderate,54.4,medium
19308,22,other,b.sc,3.18,96.0,yes,4.2,average,mixed,medium,moderate,59.9,medium
19309,17,male,b.com,1.8,44.3,yes,7.7,poor,group study,low,moderate,37.0,low
19310,23,female,diploma,0.67,47.6,yes,8.1,average,self-study,medium,hard,29.8,low
19311,20,female,b.tech,3.39,87.5,yes,8.3,good,group study,low,easy,67.1,medium
